Column Type,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Calculated,,,out.load.hot_water.energy_delivered.kbtu.savings,out.load.hot_water.energy_delivered.kbtu.savings,kbtu,,,,out.load.hot_water.energy_delivered.kbtu.savings,out.load.hot_water.energy_delivered.kbtu.savings,kBtu,,
Calculated,,,out.load.hot_water.energy_solar_thermal.kbtu.savings,out.load.hot_water.energy_solar_thermal.kbtu.savings,kbtu,,,,out.load.hot_water.energy_solar_thermal.kbtu.savings,out.load.hot_water.energy_solar_thermal.kbtu.savings,kBtu,,
Calculated,,,out.load.hot_water.energy_tank_losses.kbtu.savings,out.load.hot_water.energy_tank_losses.kbtu.savings,kbtu,,,,out.load.hot_water.energy_tank_losses.kbtu.savings,out.load.hot_water.energy_tank_losses.kbtu.savings,kBtu,,
Calculated,,,out.load.cooling.peak.kbtu_hr.savings,out.load.cooling.peak.kbtu_hr.savings,kbtu_hr,,,,,,,,
Calculated,,,out.load.heating.peak.kbtu_hr.savings,out.load.heating.peak.kbtu_hr.savings,kbtu_hr,,,,,,,,
Calculated,,,out.electricity.summer.peak.kw.savings,out.electricity.summer.peak.kw.savings,kw,,,,,,,,
Calculated,,,out.electricity.winter.peak.kw.savings,out.electricity.winter.peak.kw.savings,kw,,,,,,,,
Calculated,,,out.unmet_hours.cooling.hour.savings,out.unmet_hours.cooling.hour.savings,hour,,,,,,,,
Calculated,,,out.unmet_hours.heating.hour.savings,out.unmet_hours.heating.hour.savings,hour,,,,,,,,
Calculated,,,out.emissions_reduction.electricity.lrmer_mid_case_25.co2e_kg,out.electricity.total.lrmer_mid_case_25.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_25__electricity.co2e_kg.savings,out.total.lrmer_midcase_25__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_mid_case_25.co2e_kg,out.fuel_oil.total.lrmer_mid_case_25.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_25__fuel_oil.co2e_kg.savings,out.total.lrmer_midcase_25__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_mid_case_25.co2e_kg,out.natural_gas.total.lrmer_mid_case_25.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_25__natural_gas.co2e_kg.savings,out.total.lrmer_midcase_25__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_mid_case_25.co2e_kg,out.propane.total.lrmer_mid_case_25.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_25__propane.co2e_kg.savings,out.total.lrmer_midcase_25__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_mid_case_25.co2e_kg,out.all_fuels.total.lrmer_mid_case_25.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_25.co2e_kg.savings,out.total.lrmer_midcase_25.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_mid_case_15.co2e_kg,out.electricity.total.lrmer_mid_case_15.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_15__electricity.co2e_kg.savings,out.total.lrmer_midcase_15__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_mid_case_15.co2e_kg,out.fuel_oil.total.lrmer_mid_case_15.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_15__fuel_oil.co2e_kg.savings,out.total.lrmer_midcase_15__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_mid_case_15.co2e_kg,out.natural_gas.total.lrmer_mid_case_15.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_15__natural_gas.co2e_kg.savings,out.total.lrmer_midcase_15__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_mid_case_15.co2e_kg,out.propane.total.lrmer_mid_case_15.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_15__propane.co2e_kg.savings,out.total.lrmer_midcase_15__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_mid_case_15.co2e_kg,out.all_fuels.total.lrmer_mid_case_15.co2e_kg.savings,kg,,,,out.total.lrmer_midcase_15.co2e_kg.savings,out.total.lrmer_midcase_15.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_high_re_cost_25.co2e_kg,out.electricity.total.lrmer_high_re_cost_25.co2e_kg.savings,kg,,,,out.total.LRMER_HighRECost_25__electricity.co2e_kg.savings,out.total.LRMER_HighRECost_25__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_high_re_cost_25.co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_25.co2e_kg.savings,kg,,,,out.total.LRMER_HighRECost_25__fuel_oil.co2e_kg.savings,out.total.LRMER_HighRECost_25__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_high_re_cost_25.co2e_kg,out.natural_gas.total.lrmer_high_re_cost_25.co2e_kg.savings,kg,,,,out.total.LRMER_HighRECost_25__natural_gas.co2e_kg.savings,out.total.LRMER_HighRECost_25__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_high_re_cost_25.co2e_kg,out.propane.total.lrmer_high_re_cost_25.co2e_kg.savings,kg,,,,out.total.LRMER_HighRECost_25__propane.co2e_kg.savings,out.total.LRMER_HighRECost_25__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_high_re_cost_25.co2e_kg,out.all_fuels.total.lrmer_high_re_cost_25.co2e_kg.savings,kg,,,,out.total.LRMER_HighRECost_25.co2e_kg.savings,out.total.LRMER_HighRECost_25.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_high_re_cost_15.co2e_kg,out.electricity.total.lrmer_high_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecost_15__electricity.co2e_kg.savings,out.total.lrmer_highrecost_15__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_high_re_cost_15.co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecost_15__fuel_oil.co2e_kg.savings,out.total.lrmer_highrecost_15__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_high_re_cost_15.co2e_kg,out.natural_gas.total.lrmer_high_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecost_15__natural_gas.co2e_kg.savings,out.total.lrmer_highrecost_15__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_high_re_cost_15.co2e_kg,out.propane.total.lrmer_high_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecost_15__propane.co2e_kg.savings,out.total.lrmer_highrecost_15__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_high_re_cost_15.co2e_kg,out.all_fuels.total.lrmer_high_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecost_15.co2e_kg.savings,out.total.lrmer_highrecost_15.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_low_re_cost_25.co2e_kg,out.electricity.total.lrmer_low_re_cost_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_25__electricity.co2e_kg.savings,out.total.lrmer_lowrecost_25__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_low_re_cost_25.co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_25__fuel_oil.co2e_kg.savings,out.total.lrmer_lowrecost_25__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_low_re_cost_25.co2e_kg,out.natural_gas.total.lrmer_low_re_cost_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_25__natural_gas.co2e_kg.savings,out.total.lrmer_lowrecost_25__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_low_re_cost_25.co2e_kg,out.propane.total.lrmer_low_re_cost_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_25__propane.co2e_kg.savings,out.total.lrmer_lowrecost_25__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_low_re_cost_25.co2e_kg,out.all_fuels.total.lrmer_low_re_cost_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_25.co2e_kg.savings,out.total.lrmer_lowrecost_25.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_low_re_cost_15.co2e_kg,out.electricity.total.lrmer_low_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_15__electricity.co2e_kg.savings,out.total.lrmer_lowrecost_15__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_low_re_cost_15.co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_15__fuel_oil.co2e_kg.savings,out.total.lrmer_lowrecost_15__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_low_re_cost_15.co2e_kg,out.natural_gas.total.lrmer_low_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_15__natural_gas.co2e_kg.savings,out.total.lrmer_lowrecost_15__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_low_re_cost_15.co2e_kg,out.propane.total.lrmer_low_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_15__propane.co2e_kg.savings,out.total.lrmer_lowrecost_15__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_low_re_cost_15.co2e_kg,out.all_fuels.total.lrmer_low_re_cost_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecost_15.co2e_kg.savings,out.total.lrmer_lowrecost_15.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_low_re_cost_high_ng_price_25.co2e_kg,out.electricity.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_low_re_cost_high_ng_price_25.co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_25__fuel_oil.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_25__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_low_re_cost_high_ng_price_25.co2e_kg,out.natural_gas.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_25__natural_gas.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_25__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_low_re_cost_high_ng_price_25.co2e_kg,out.propane.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_25__propane.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_25__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_low_re_cost_high_ng_price_25.co2e_kg,out.all_fuels.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_25.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_25.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_low_re_cost_high_ng_price_15.co2e_kg,out.electricity.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_15__electricity.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_15__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_low_re_cost_high_ng_price_15.co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_15__fuel_oil.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_15__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_low_re_cost_high_ng_price_15.co2e_kg,out.natural_gas.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_15__natural_gas.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_15__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_low_re_cost_high_ng_price_15.co2e_kg,out.propane.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_15__propane.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_15__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_low_re_cost_high_ng_price_15.co2e_kg,out.all_fuels.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_lowrecosthighngprice_15.co2e_kg.savings,out.total.lrmer_lowrecosthighngprice_15.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_high_re_cost_low_ng_price_25.co2e_kg,out.electricity.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_25__electricity.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_25__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_high_re_cost_low_ng_price_25.co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_25__fuel_oil.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_25__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_high_re_cost_low_ng_price_25.co2e_kg,out.natural_gas.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_25__natural_gas.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_25__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_high_re_cost_low_ng_price_25.co2e_kg,out.propane.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_25__propane.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_25__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_high_re_cost_low_ng_price_25.co2e_kg,out.all_fuels.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_25.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_25.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.lrmer_high_re_cost_low_ng_price_15.co2e_kg,out.electricity.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_15__electricity.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_15__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.lrmer_high_re_cost_low_ng_price_15.co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_15__fuel_oil.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_15__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.lrmer_high_re_cost_low_ng_price_15.co2e_kg,out.natural_gas.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_15__natural_gas.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_15__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.lrmer_high_re_cost_low_ng_price_15.co2e_kg,out.propane.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_15__propane.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_15__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.lrmer_high_re_cost_low_ng_price_15.co2e_kg,out.all_fuels.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg.savings,kg,,,,out.total.lrmer_highrecostlowngprice_15.co2e_kg.savings,out.total.lrmer_highrecostlowngprice_15.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.aer_high_re_cost_avg.co2e_kg,out.electricity.total.aer_high_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecost_avg__electricity.co2e_kg.savings,out.total.aer_highrecost_avg__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.aer_high_re_cost_avg.co2e_kg,out.fuel_oil.total.aer_high_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecost_avg__fuel_oil.co2e_kg.savings,out.total.aer_highrecost_avg__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.aer_high_re_cost_avg.co2e_kg,out.natural_gas.total.aer_high_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecost_avg__natural_gas.co2e_kg.savings,out.total.aer_highrecost_avg__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.aer_high_re_cost_avg.co2e_kg,out.propane.total.aer_high_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecost_avg__propane.co2e_kg.savings,out.total.aer_highrecost_avg__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.aer_high_re_cost_avg.co2e_kg,out.all_fuels.total.aer_high_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecost_avg.co2e_kg.savings,out.total.aer_highrecost_avg.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.aer_high_re_cost_low_ng_price_avg.co2e_kg,out.electricity.total.aer_high_re_cost_low_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecostlowngprice_avg__electricity.co2e_kg.savings,out.total.aer_highrecostlowngprice_avg__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.aer_high_re_cost_low_ng_price_avg.co2e_kg,out.fuel_oil.total.aer_high_re_cost_low_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecostlowngprice_avg__fuel_oil.co2e_kg.savings,out.total.aer_highrecostlowngprice_avg__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.aer_high_re_cost_low_ng_price_avg.co2e_kg,out.natural_gas.total.aer_high_re_cost_low_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecostlowngprice_avg__natural_gas.co2e_kg.savings,out.total.aer_highrecostlowngprice_avg__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.aer_high_re_cost_low_ng_price_avg.co2e_kg,out.propane.total.aer_high_re_cost_low_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecostlowngprice_avg__propane.co2e_kg.savings,out.total.aer_highrecostlowngprice_avg__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.aer_high_re_cost_low_ng_price_avg.co2e_kg,out.all_fuels.total.aer_high_re_cost_low_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_highrecostlowngprice_avg.co2e_kg.savings,out.total.aer_highrecostlowngprice_avg.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.aer_low_re_cost_avg.co2e_kg,out.electricity.total.aer_low_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecost_avg__electricity.co2e_kg.savings,out.total.aer_lowrecost_avg__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.aer_low_re_cost_avg.co2e_kg,out.fuel_oil.total.aer_low_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecost_avg__fuel_oil.co2e_kg.savings,out.total.aer_lowrecost_avg__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.aer_low_re_cost_avg.co2e_kg,out.natural_gas.total.aer_low_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecost_avg__natural_gas.co2e_kg.savings,out.total.aer_lowrecost_avg__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.aer_low_re_cost_avg.co2e_kg,out.propane.total.aer_low_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecost_avg__propane.co2e_kg.savings,out.total.aer_lowrecost_avg__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.aer_low_re_cost_avg.co2e_kg,out.all_fuels.total.aer_low_re_cost_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecost_avg.co2e_kg.savings,out.total.aer_lowrecost_avg.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.aer_low_re_cost_high_ng_price_avg.co2e_kg,out.electricity.total.aer_low_re_cost_high_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecosthighngprice_avg__electricity.co2e_kg.savings,out.total.aer_lowrecosthighngprice_avg__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.aer_low_re_cost_high_ng_price_avg.co2e_kg,out.fuel_oil.total.aer_low_re_cost_high_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecosthighngprice_avg__fuel_oil.co2e_kg.savings,out.total.aer_lowrecosthighngprice_avg__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.aer_low_re_cost_high_ng_price_avg.co2e_kg,out.natural_gas.total.aer_low_re_cost_high_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecosthighngprice_avg__natural_gas.co2e_kg.savings,out.total.aer_lowrecosthighngprice_avg__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.aer_low_re_cost_high_ng_price_avg.co2e_kg,out.propane.total.aer_low_re_cost_high_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecosthighngprice_avg__propane.co2e_kg.savings,out.total.aer_lowrecosthighngprice_avg__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.aer_low_re_cost_high_ng_price_avg.co2e_kg,out.all_fuels.total.aer_low_re_cost_high_ng_price_avg.co2e_kg.savings,kg,,,,out.total.aer_lowrecosthighngprice_avg.co2e_kg.savings,out.total.aer_lowrecosthighngprice_avg.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.electricity.aer_mid_case_avg.co2e_kg,out.electricity.total.aer_mid_case_avg.co2e_kg.savings,kg,,,,out.total.aer_midcase_avg__electricity.co2e_kg.savings,out.total.aer_midcase_avg__electricity.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.fuel_oil.aer_mid_case_avg.co2e_kg,out.fuel_oil.total.aer_mid_case_avg.co2e_kg.savings,kg,,,,out.total.aer_midcase_avg__fuel_oil.co2e_kg.savings,out.total.aer_midcase_avg__fuel_oil.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.natural_gas.aer_mid_case_avg.co2e_kg,out.natural_gas.total.aer_mid_case_avg.co2e_kg.savings,kg,,,,out.total.aer_midcase_avg__natural_gas.co2e_kg.savings,out.total.aer_midcase_avg__natural_gas.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.propane.aer_mid_case_avg.co2e_kg,out.propane.total.aer_mid_case_avg.co2e_kg.savings,kg,,,,out.total.aer_midcase_avg__propane.co2e_kg.savings,out.total.aer_midcase_avg__propane.co2e_kg.savings,kg,,
Calculated,,,out.emissions_reduction.all_fuels.aer_mid_case_avg.co2e_kg,out.all_fuels.total.aer_mid_case_avg.co2e_kg.savings,kg,,,,out.total.aer_midcase_avg.co2e_kg.savings,out.total.aer_midcase_avg.co2e_kg.savings,kg,,
Calculated,,,out.bills.electricity.usd.savings,out.bills.electricity.usd.savings,usd,,,,,,,,
Calculated,,,out.bills.fuel_oil.usd.savings,out.bills.fuel_oil.usd.savings,usd,,,,,,,,
Calculated,,,out.bills.natural_gas.usd.savings,out.bills.natural_gas.usd.savings,usd,,,,,,,,
Calculated,,,out.bills.propane.usd.savings,out.bills.propane.usd.savings,usd,,,,,,,,
Calculated,,,out.bills.all_fuels.usd.savings,out.bills.all_fuels.usd.savings,usd,,,,,,,,
Calculated,,,out.energy_burden.percentage.savings,out.energy_burden.percentage.savings,percentage,,,,,,,,
Calculated,,,,out.electricity.battery.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.battery.energy_consumption_intensity.savings,out.electricity.battery.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.ceiling_fan.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.ceiling_fan.energy_consumption_intensity.savings,out.electricity.ceiling_fan.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.clothes_dryer.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.clothes_dryer.energy_consumption_intensity.savings,out.electricity.clothes_dryer.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.clothes_washer.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.clothes_washer.energy_consumption_intensity.savings,out.electricity.clothes_washer.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.cooling_fans_pumps.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.cooling_fans_pumps.energy_consumption_intensity.savings,out.electricity.cooling_fans_pumps.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.cooling.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.cooling.energy_consumption_intensity.savings,out.electricity.cooling.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.dehumidifier.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.dehumidifier.energy_consumption_intensity.savings,out.electricity.dehumidifier.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.dishwasher.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.dishwasher.energy_consumption_intensity.savings,out.electricity.dishwasher.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.ev_charging.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.ev_charging.energy_consumption_intensity.savings,out.electricity.ev_charging.energy_consumption_intensity.savings,kwh/sqft,,
Calculated,,,,out.electricity.freezer.energy_consumption_intensity.savings,kwh/sqft,,,,out.electricity.freezer.energy_consumption_intensity.savings,out.electricity.freezer.energy_consumption_intensity.savings,kwh/sqft,,
